14540
2326	0
2105	1
2268	2
2459	3
13144	4
4036	5
574	6
6483	7
6372	8
8729	9
8933	10
3017	11
13711	12
1065	13
11915	14
6239	15
2547	16
3101	17
9474	18
2647	19
9472	20
4575	21
11247	22
10322	23
6981	24
3517	25
906	26
7520	27
9563	28
10720	29
5588	30
6998	31
8298	32
780	33
2615	34
2805	35
11635	36
11563	37
8870	38
11065	39
1250	40
14396	41
3909	42
12001	43
208	44
4198	45
58	46
3491	47
1998	48
12933	49
9948	50
7413	51
12174	52
479	53
5721	54
9959	55
981	56
4333	57
7678	58
3245	59
4905	60
14433	61
989	62
12479	63
2956	64
11857	65
3499	66
10489	67
2637	68
13103	69
8079	70
13011	71
10398	72
7002	73
614	74
2686	75
1816	76
2588	77
6353	78
4327	79
7022	80
9451	81
10258	82
8060	83
12744	84
7513	85
14515	86
5942	87
3199	88
3633	89
8667	90
4063	91
12524	92
1956	93
10830	94
3727	95
10325	96
5480	97
11836	98
629	99
7506	100
7147	101
2373	102
9601	103
14475	104
8653	105
7702	106
6564	107
7035	108
4780	109
13424	110
12928	111
4010	112
6867	113
11688	114
12188	115
9067	116
5717	117
8508	118
10635	119
14343	120
2849	121
1148	122
2204	123
737	124
3294	125
13637	126
10661	127
13558	128
13778	129
12876	130
4976	131
5345	132
9505	133
11956	134
1071	135
10503	136
14473	137
12434	138
8276	139
12186	140
5586	141
8170	142
1972	143
827	144
7376	145
448	146
11560	147
12480	148
10302	149
11318	150
5458	151
12513	152
11908	153
13874	154
5433	155
10318	156
4060	157
5894	158
8904	159
4604	160
6281	161
14538	162
3295	163
2074	164
6941	165
11067	166
10359	167
720	168
1246	169
2504	170
9187	171
5471	172
5157	173
1295	174
106	175
6710	176
10108	177
3767	178
11231	179
13041	180
11792	181
6770	182
11745	183
8983	184
8010	185
10038	186
5733	187
412	188
2673	189
13548	190
10110	191
6861	192
11854	193
1804	194
7352	195
9332	196
4968	197
7640	198
4364	199
3644	200
4980	201
10909	202
2231	203
1097	204
11750	205
13299	206
441	207
8502	208
4578	209
7056	210
5967	211
776	212
11234	213
6646	214
5978	215
5640	216
6461	217
1588	218
7852	219
4885	220
1332	221
12538	222
198	223
8425	224
8241	225
5109	226
8120	227
11057	228
11631	229
4033	230
9333	231
11558	232
3941	233
5313	234
4573	235
13557	236
8462	237
4779	238
1009	239
9515	240
6162	241
3967	242
8749	243
7222	244
5913	245
10496	246
3075	247
12455	248
13040	249
2934	250
915	251
11649	252
13999	253
5543	254
8150	255
6498	256
12729	257
1701	258
11842	259
4528	260
8339	261
11290	262
3287	263
9739	264
11811	265
10367	266
7502	267
8213	268
245	269
11987	270
1407	271
6160	272
2314	273
13096	274
7070	275
13693	276
1088	277
12577	278
3911	279
5164	280
6233	281
9269	282
3586	283
11622	284
8532	285
6597	286
770	287
221	288
14197	289
12453	290
11275	291
14466	292
14381	293
478	294
12470	295
10705	296
9427	297
14350	298
11849	299
291	300
6313	301
2384	302
1114	303
13871	304
1427	305
3541	306
1172	307
7875	308
3363	309
12285	310
11044	311
6237	312
1592	313
14426	314
4427	315
5466	316
10041	317
4395	318
13696	319
7843	320
13376	321
1003	322
1206	323
9749	324
6524	325
2780	326
9703	327
678	328
10112	329
6284	330
3710	331
3747	332
10269	333
2495	334
6513	335
4459	336
9761	337
4919	338
10666	339
2522	340
13500	341
3394	342
4967	343
12069	344
10345	345
11468	346
8513	347
3562	348
11208	349
13358	350
619	351
3588	352
11939	353
11281	354
9869	355
7846	356
312	357
9654	358
12860	359
6934	360
12234	361
5659	362
7746	363
13217	364
